ORVR3,.SA,ORVR3.SA
PCAR3,.SA,PCAR3.SA
PGMN3,.SA,PGMN3.SA
PETR3,.SA,PETR3.SA
PETR4,.SA,PETR4.SA
RECV3,.SA,RECV3.SA
PRIO3,.SA,PRIO3.SA
PETZ3,.SA,PETZ3.SA
PSSA3,.SA,PSSA3.SA
PTBL3,.SA,PTBL3.SA
POSI3,.SA,POSI3.SA
QUAL3,.SA,QUAL3.SA
LJQQ3,.SA,LJQQ3.SA
RADL3,.SA,RADL3.SA
RAIZ4,.SA,RAIZ4.SA
RAPT4,.SA,RAPT4.SA
RDOR3,.SA,RDOR3.SA
ROMI3,.SA,ROMI3.SA
RAIL3,.SA,RAIL3.SA
SBSP3,.SA,SBSP3.SA
SAPR11,.SA,SAPR11.SA
SANB11,.SA,SANB11.SA
STBP3,.SA,STBP3.SA
SMTO3,.SA,SMTO3.SA
SEQL3,.SA,SEQL3.SA
SEER3,.SA,SEER3.SA
CSNA3,.SA,CSNA3.SA
SIMH3,.SA,SIMH3.SA
SQIA3,.SA,SQIA3.SA
SLCE3,.SA,SLCE3.SA
SMFT3,.SA,SMFT3.SA
SUZB3,.SA,SUZB3.SA
TAEE11,.SA,TAEE11.SA
TASA4,.SA,TASA4.SA
TRAD3,.SA,TRAD3.SA
VIVT3,.SA,VIVT3.SA
TEND3,.SA,TEND3.SA
TIMS3,.SA,TIMS3.SA
TOTS3,.SA,TOTS3.SA
TRPL4,.SA,TRPL4.SA
TRIS3,.SA,TRIS3.SA
TUPY3,.SA,TUPY3.SA
UGPA3,.SA,UGPA3.SA
UNIP6,.SA,UNIP6.SA
USIM5,.SA,USIM5.SA
VALE3,.SA,VALE3.SA
VAMO3,.SA,VAMO3.SA
VIIA3,.SA,VIIA3.SA
VBBR3,.SA,VBBR3.SA
VIVA3,.SA,VIVA3.SA
VULC3,.SA,VULC3.SA
WEGE3,.SA,WEGE3.SA
WIZC3,.SA,WIZC3.SA
YDUQ3,.SA,YDUQ3.SA
ZAMP3,.SA,ZAMP3.SA
